Season,ConfAbbrev,normalized_historical_tourney_points,historical_tourney_win_pct,normalized_ranking_strength
2003,a_sun,0.0,0.0,0.0
2003,a_ten,0.0,0.0,0.5
2003,acc,0.0,0.0,0.778
2003,aec,0.0,0.0,0.0
2003,big_east,0.0,0.0,0.714
2003,big_sky,0.0,0.0,0.0
2003,big_south,0.0,0.0,0.0
2003,big_ten,0.0,0.0,0.545
2003,big_twelve,0.0,0.0,1.0
2003,big_west,0.0,0.0,0.0
2003,caa,0.0,0.0,0.0
2003,cusa,0.0,0.0,0.571
2003,horizon,0.0,0.0,0.0
2003,ind,0.0,0.0,0.0
2003,ivy,0.0,0.0,0.0
2003,maac,0.0,0.0,0.0
2003,mac,0.0,0.0,0.0
2003,meac,0.0,0.0,0.0
2003,mid_cont,0.0,0.0,0.0
2003,mvc,0.0,0.0,0.2
2003,mwc,0.0,0.0,0.125
2003,nec,0.0,0.0,0.0
2003,ovc,0.0,0.0,0.0
2003,pac_ten,0.0,0.0,0.6
2003,patriot,0.0,0.0,0.0
2003,sec,0.0,0.0,1.083
2003,southern,0.0,0.0,0.0
2003,southland,0.0,0.0,0.0
2003,sun_belt,0.0,0.0,0.0
2003,swac,0.0,0.0,0.0
2003,wac,0.0,0.0,0.0
2003,wcc,0.0,0.0,0.0
2004,a_sun,0.0,0.0,0.0
2004,a_ten,0.083,0.25,0.333
2004,acc,0.778,0.556,1.778
2004,aec,0.0,0.0,0.0
2004,big_east,2.143,0.8,0.857
2004,big_sky,0.0,0.0,0.0
2004,big_south,0.111,0.5,0.0
2004,big_ten,1.091,0.615,0.455
2004,big_twelve,2.75,0.7,0.75
2004,big_west,0.0,0.0,0.0
2004,caa,0.0,0.0,0.0
2004,cusa,0.786,0.556,0.5
2004,horizon,0.333,0.5,0.0
2004,ind,0.0,0.0,0.0
2004,ivy,0.0,0.0,0.0
2004,maac,0.0,0.0,0.0
2004,mac,0.077,0.5,0.077
2004,meac,0.0,0.0,0.0
2004,mid_cont,0.0,0.0,0.0
2004,mvc,0.0,0.0,0.1
2004,mwc,0.125,0.25,0.125
2004,nec,0.0,0.0,0.0
2004,ovc,0.0,0.0,0.0
2004,pac_ten,0.9,0.545,0.3
2004,patriot,0.0,0.0,0.0
2004,sec,0.833,0.5,1.0
2004,southern,0.0,0.0,0.0
2004,southland,0.0,0.0,0.0
2004,sun_belt,0.0,0.0,0.0
2004,swac,0.0,0.0,0.0
2004,wac,0.1,0.5,0.1
2004,wcc,0.125,0.333,0.375
2005,a_sun,0.0,0.0,0.0
2005,a_ten,1.083,0.5,0.0
2005,acc,3.455,0.655,1.182
2005,aec,0.0,0.0,0.0
2005,big_east,4.917,0.75,1.0
2005,big_sky,0.0,0.0,0.0
2005,big_south,0.111,0.333,0.0
2005,big_ten,1.455,0.579,0.818
2005,big_twelve,4.417,0.706,0.833
2005,big_west,0.1,0.333,0.1
2005,caa,0.0,0.0,0.0
2005,cusa,1.214,0.5,0.357
2005,horizon,0.333,0.4,0.0
2005,ind,0.0,0.0,0.0
2005,ivy,0.0,0.0,0.0
2005,maac,0.1,0.333,0.0
2005,mac,0.077,0.333,0.0
2005,meac,0.091,0.333,0.0
2005,mid_cont,0.0,0.0,0.0
2005,mvc,0.0,0.0,0.1
2005,mwc,0.125,0.143,0.25
2005,nec,0.0,0.0,0.0
2005,ovc,0.0,0.0,0.0
2005,pac_ten,1.0,0.467,0.6
2005,patriot,0.0,0.0,0.0
2005,sec,1.75,0.52,0.667
2005,southern,0.0,0.0,0.0
2005,southland,0.0,0.0,0.0
2005,sun_belt,0.0,0.0,0.0
2005,swac,0.0,0.0,0.0
2005,wac,0.4,0.5,0.0
2005,wcc,0.25,0.4,0.5
2006,a_sun,0.0,0.0,0.0
2006,a_ten,0.929,0.412,0.143
2006,acc,5.75,0.673,0.833
2006,aec,0.111,0.25,0.0
2006,big_east,5.75,0.672,1.062
2006,big_sky,0.0,0.0,0.0
2006,big_south,0.111,0.25,0.0
2006,big_ten,4.273,0.639,1.182
2006,big_twelve,5.083,0.652,0.667
2006,big_west,0.25,0.5,0.0
2006,caa,0.0,0.0,0.0
2006,cusa,0.5,0.357,0.25
2006,horizon,0.667,0.5,0.0
2006,ind,0.0,0.0,0.0
2006,ivy,0.0,0.0,0.0
2006,maac,0.1,0.25,0.0
2006,mac,0.083,0.25,0.0
2006,meac,0.091,0.25,0.0
2006,mid_cont,0.111,0.25,0.0
2006,mvc,0.1,0.125,0.1
2006,mwc,0.444,0.273,0.0
2006,nec,0.0,0.0,0.0
2006,ovc,0.0,0.0,0.0
2006,pac_ten,1.9,0.5,0.5
2006,patriot,0.125,0.25,0.0
2006,sec,2.417,0.514,0.667
2006,southern,0.0,0.0,0.0
2006,southland,0.0,0.0,0.0
2006,sun_belt,0.0,0.0,0.0
2006,swac,0.0,0.0,0.0
2006,wac,0.444,0.429,0.111
2006,wcc,0.375,0.375,0.25
2007,a_sun,0.0,0.0,0.0
2007,a_ten,1.0,0.4,0.0
2007,acc,6.417,0.661,0.833
2007,aec,0.111,0.2,0.0
2007,big_east,6.938,0.65,0.75
2007,big_sky,0.111,0.2,0.0
2007,big_south,0.125,0.2,0.0
2007,big_ten,4.545,0.578,0.818
2007,big_twelve,5.667,0.63,0.75
2007,big_west,0.25,0.4,0.0
2007,caa,0.833,0.444,0.0
2007,cusa,1.0,0.421,0.25
2007,horizon,0.778,0.5,0.111
2007,ind,0.0,0.0,0.0
2007,ivy,0.0,0.0,0.0
2007,maac,0.1,0.2,0.0
2007,mac,0.083,0.2,0.0
2007,meac,0.091,0.2,0.0
2007,mid_cont,0.125,0.2,0.0
2007,mvc,0.7,0.312,0.4
2007,mwc,0.444,0.231,0.333
2007,nec,0.091,0.2,0.0
2007,ovc,0.0,0.0,0.0
2007,pac_ten,3.8,0.556,1.1
2007,patriot,0.25,0.333,0.0
2007,sec,5.25,0.585,0.667
2007,southern,0.0,0.0,0.0
2007,southland,0.083,0.2,0.0
2007,sun_belt,0.0,0.0,0.0
2007,swac,0.0,0.0,0.0
2007,wac,0.444,0.333,0.111
2007,wcc,0.75,0.455,0.0
2008,a_sun,0.0,0.0,0.0
2008,a_ten,1.071,0.391,0.143
2008,acc,7.25,0.63,0.75
2008,aec,0.111,0.167,0.0
2008,big_east,7.812,0.634,0.938
2008,big_sky,0.111,0.167,0.0
2008,big_south,0.25,0.286,0.0
2008,big_ten,6.273,0.583,0.727
2008,big_twelve,6.5,0.625,0.667
2008,big_west,0.222,0.333,0.0
2008,caa,0.917,0.417,0.0
2008,cusa,1.5,0.478,0.333
2008,horizon,1.0,0.467,0.2
2008,ind,0.0,0.0,0.0
2008,ivy,0.0,0.0,0.0
2008,maac,0.2,0.286,0.0
2008,mac,0.083,0.167,0.083
2008,meac,0.083,0.167,0.0
2008,mvc,1.0,0.35,0.3
2008,mwc,0.778,0.294,0.111
2008,nec,0.091,0.167,0.0
2008,ovc,0.0,0.0,0.0
2008,pac_ten,5.8,0.577,1.1
2008,patriot,0.25,0.286,0.0
2008,sec,7.583,0.618,0.333
2008,southern,0.0,0.0,0.091
2008,southland,0.083,0.167,0.0
2008,summit,0.1,0.2,0.0
2008,sun_belt,0.0,0.0,0.0
2008,swac,0.0,0.0,0.0
2008,wac,0.556,0.333,0.0
2008,wcc,0.75,0.417,0.125
2009,a_sun,0.0,0.0,0.0
2009,a_ten,1.5,0.414,0.143
2009,acc,8.25,0.627,1.167
2009,aec,0.111,0.143,0.0
2009,big_east,8.812,0.625,1.375
2009,big_sky,0.111,0.143,0.0
2009,big_south,0.2,0.25,0.0
2009,big_ten,6.909,0.58,0.727
2009,big_twelve,9.0,0.642,0.917
2009,big_west,0.222,0.286,0.0
2009,caa,0.917,0.385,0.0
2009,cusa,2.75,0.552,0.333
2009,horizon,1.1,0.471,0.1
2009,ind,0.0,0.0,0.0
2009,ivy,0.0,0.0,0.0
2009,maac,0.3,0.333,0.0
2009,mac,0.083,0.143,0.0
2009,meac,0.083,0.143,0.0
2009,mvc,1.0,0.333,0.0
2009,mwc,0.889,0.3,0.333
2009,nec,0.182,0.25,0.0
2009,ovc,0.0,0.0,0.0
2009,pac_ten,7.4,0.576,0.6
2009,patriot,0.25,0.25,0.0
2009,sec,8.0,0.59,0.083
2009,southern,0.5,0.429,0.0
2009,southland,0.083,0.143,0.0
2009,summit,0.1,0.167,0.0
2009,sun_belt,0.231,0.2,0.0
2009,swac,0.0,0.0,0.0
2009,wac,0.556,0.308,0.0
2009,wcc,0.875,0.375,0.375
2010,a_sun,0.0,0.0,0.0
2010,a_ten,1.786,0.429,0.286
2010,acc,10.333,0.622,0.667
2010,aec,0.111,0.125,0.0
2010,big_east,11.062,0.64,1.0
2010,big_sky,0.111,0.125,0.0
2010,big_south,0.2,0.222,0.0
2010,big_ten,8.727,0.576,0.909
2010,big_twelve,10.5,0.643,1.25
2010,big_west,0.222,0.25,0.0
2010,caa,0.917,0.357,0.0
2010,cusa,3.0,0.562,0.083
2010,gwc,0.0,0.0,0.0
2010,horizon,1.2,0.45,0.2
2010,ind,0.0,0.0,0.0
2010,ivy,0.0,0.0,0.0
2010,maac,0.4,0.364,0.0
2010,mac,0.083,0.125,0.0
2010,meac,0.083,0.125,0.0
2010,mvc,1.0,0.318,0.1
2010,mwc,0.889,0.273,0.556
2010,nec,0.167,0.222,0.0
2010,ovc,0.1,0.125,0.0
2010,pac_ten,8.1,0.564,0.2
2010,patriot,0.25,0.222,0.0
2010,sec,8.083,0.573,0.583
2010,southern,0.5,0.375,0.0
2010,southland,0.083,0.125,0.0
2010,summit,0.1,0.143,0.0
2010,sun_belt,0.308,0.25,0.0
2010,swac,0.0,0.0,0.0
2010,wac,0.556,0.286,0.0
2010,wcc,1.25,0.421,0.25
2011,a_sun,0.0,0.0,0.0
2011,a_ten,2.0,0.425,0.143
2011,acc,12.333,0.625,0.583
2011,aec,0.111,0.111,0.0
2011,big_east,12.0,0.625,1.438
2011,big_sky,0.111,0.111,0.0
2011,big_south,0.2,0.2,0.0
2011,big_ten,10.273,0.586,0.909
2011,big_twelve,11.75,0.632,0.833
2011,big_west,0.222,0.222,0.0
2011,caa,1.0,0.375,0.167
2011,cusa,3.0,0.529,0.0
2011,gwc,0.0,0.0,0.0
2011,horizon,2.7,0.538,0.0
2011,ind,0.0,0.0,0.0
2011,ivy,0.375,0.2,0.0
2011,maac,0.4,0.333,0.0
2011,mac,0.167,0.2,0.0
2011,meac,0.091,0.111,0.0
2011,mvc,1.3,0.36,0.0
2011,mwc,1.111,0.286,0.889
2011,nec,0.167,0.2,0.0
2011,ovc,0.2,0.2,0.0
2011,pac_ten,8.5,0.566,0.3
2011,patriot,0.25,0.2,0.0
2011,sec,9.083,0.576,0.5
2011,southern,0.5,0.333,0.0
2011,southland,0.083,0.111,0.0
2011,summit,0.1,0.125,0.0
2011,sun_belt,0.333,0.231,0.0
2011,swac,0.1,0.111,0.0
2011,wac,0.556,0.25,0.222
2011,wcc,1.75,0.458,0.0
2012,a_sun,0.0,0.0,0.0
2012,a_ten,2.286,0.435,0.143
2012,acc,13.417,0.629,0.75
2012,aec,0.111,0.1,0.0
2012,big_east,13.812,0.617,0.75
2012,big_sky,0.111,0.1,0.0
2012,big_south,0.273,0.25,0.0
2012,big_ten,10.167,0.575,1.25
2012,big_twelve,14.9,0.626,1.1
2012,big_west,0.222,0.2,0.0
2012,caa,2.0,0.48,0.0
2012,cusa,3.0,0.5,0.167
2012,gwc,0.0,0.0,0.0
2012,horizon,4.2,0.594,0.0
2012,ind,0.0,0.0,0.0
2012,ivy,0.375,0.182,0.0
2012,maac,0.4,0.308,0.0
2012,mac,0.167,0.182,0.0
2012,meac,0.077,0.1,0.0
2012,mvc,1.3,0.346,0.5
2012,mwc,1.0,0.316,0.375
2012,nec,0.167,0.182,0.0
2012,ovc,0.273,0.25,0.091
2012,pac_twelve,8.083,0.55,0.0
2012,patriot,0.25,0.182,0.0
2012,sec,10.417,0.577,0.667
2012,southern,0.5,0.3,0.0
2012,southland,0.167,0.182,0.0
2012,summit,0.1,0.111,0.0
2012,sun_belt,0.333,0.214,0.0
2012,swac,0.1,0.1,0.0
2012,wac,0.625,0.25,0.0
2012,wcc,2.111,0.417,0.333
2013,a_sun,0.0,0.0,0.0
2013,a_ten,5.375,0.523,0.312
2013,acc,14.25,0.622,0.75
2013,aec,0.222,0.167,0.0
2013,big_east,14.867,0.615,1.0
2013,big_sky,0.091,0.091,0.0
2013,big_south,0.25,0.231,0.0
2013,big_ten,11.833,0.585,1.25
2013,big_twelve,18.0,0.647,0.8
2013,big_west,0.2,0.182,0.0
2013,caa,1.091,0.4,0.0
2013,cusa,3.0,0.474,0.167
2013,gwc,0.0,0.0,0.0
2013,horizon,0.556,0.333,0.0
2013,ind,0.0,0.0,0.0
2013,ivy,0.375,0.167,0.0
2013,maac,0.4,0.267,0.0
2013,mac,0.417,0.286,0.0
2013,meac,0.154,0.167,0.0
2013,mvc,1.4,0.345,0.3
2013,mwc,1.556,0.344,0.667
2013,nec,0.167,0.167,0.0
2013,ovc,0.333,0.211,0.0
2013,pac_twelve,8.167,0.544,0.25
2013,patriot,0.375,0.231,0.0
2013,sec,12.0,0.583,0.357
2013,southern,0.5,0.273,0.0
2013,southland,0.1,0.091,0.0
2013,summit,0.111,0.143,0.0
2013,sun_belt,0.455,0.25,0.0
2013,swac,0.1,0.091,0.0
2013,wac,0.1,0.077,0.0
2013,wcc,2.333,0.415,0.556
2014,a_sun,0.3,0.286,0.0
2014,a_ten,3.231,0.5,0.231
2014,aac,15.9,0.63,0.7
2014,acc,16.8,0.614,0.867
2014,aec,0.222,0.167,0.0
2014,big_east,12.7,0.573,0.6
2014,big_sky,0.091,0.083,0.0
2014,big_south,0.25,0.214,0.0
2014,big_ten,14.25,0.596,0.917
2014,big_twelve,18.4,0.632,1.0
2014,big_west,0.0,0.0,0.0
2014,caa,0.111,0.25,0.0
2014,cusa,0.438,0.231,0.0
2014,horizon,0.667,0.294,0.0
2014,ind,0.0,0.0,0.0
2014,ivy,0.5,0.214,0.0
2014,maac,0.455,0.278,0.0
2014,mac,0.417,0.267,0.0
2014,meac,0.231,0.214,0.0
2014,mvc,2.3,0.448,0.3
2014,mwc,1.455,0.289,0.364
2014,nec,0.1,0.1,0.0
2014,ovc,0.333,0.2,0.0
2014,pac_twelve,8.75,0.54,0.583
2014,patriot,0.3,0.188,0.0
2014,sec,12.5,0.582,0.5
2014,southern,0.545,0.25,0.0
2014,southland,0.071,0.083,0.0
2014,summit,0.0,0.0,0.0
2014,sun_belt,0.5,0.25,0.0
2014,swac,0.1,0.083,0.0
2014,wac,0.0,0.0,0.0
2014,wcc,2.5,0.412,0.2
2015,a_sun,0.375,0.667,0.0
2015,a_ten,3.929,0.471,0.143
2015,aac,11.545,0.607,0.182
2015,acc,20.667,0.624,1.0
2015,aec,0.333,0.214,0.0
2015,big_east,12.9,0.561,1.0
2015,big_sky,0.083,0.077,0.0
2015,big_south,0.273,0.2,0.0
2015,big_ten,14.286,0.596,0.786
2015,big_twelve,19.2,0.618,1.5
2015,big_west,0.111,0.125,0.0
2015,caa,0.1,0.2,0.0
2015,cusa,0.786,0.273,0.0
2015,horizon,0.667,0.278,0.0
2015,ind,0.0,0.0,0.0
2015,ivy,0.625,0.25,0.0
2015,maac,0.455,0.263,0.0
2015,mac,0.417,0.25,0.0
2015,meac,0.231,0.2,0.0
2015,mvc,2.4,0.452,0.4
2015,mwc,1.727,0.306,0.091
2015,nec,0.1,0.091,0.0
2015,ovc,0.333,0.19,0.0
2015,pac_twelve,9.833,0.543,0.5
2015,patriot,0.3,0.176,0.0
2015,sec,14.571,0.602,0.429
2015,southern,0.1,0.091,0.0
2015,southland,0.154,0.182,0.0
2015,summit,0.111,0.111,0.0
2015,sun_belt,0.0,0.0,0.0
2015,swac,0.1,0.077,0.0
2015,wac,0.0,0.0,0.0
2015,wcc,2.6,0.407,0.4
2016,a_sun,0.375,0.5,0.0
2016,a_ten,4.071,0.466,0.071
2016,aac,11.636,0.598,0.273
2016,acc,23.333,0.636,1.067
2016,aec,0.333,0.2,0.0
2016,big_east,13.5,0.552,1.0
2016,big_sky,0.083,0.071,0.0
2016,big_south,0.273,0.188,0.0
2016,big_ten,16.286,0.599,0.857
2016,big_twelve,19.9,0.604,1.5
2016,big_west,0.111,0.111,0.0
2016,caa,0.1,0.167,0.0
2016,cusa,0.857,0.286,0.0
2016,horizon,0.6,0.263,0.0
2016,ivy,0.625,0.235,0.0
2016,maac,0.455,0.25,0.0
2016,mac,0.417,0.235,0.0
2016,meac,0.308,0.235,0.0
2016,mvc,2.8,0.472,0.1
2016,mwc,1.818,0.302,0.0
2016,nec,0.2,0.154,0.0
2016,ovc,0.333,0.182,0.0
2016,pac_twelve,10.917,0.554,0.75
2016,patriot,0.3,0.167,0.0
2016,sec,15.429,0.599,0.357
2016,southern,0.1,0.083,0.0
2016,southland,0.154,0.167,0.0
2016,summit,0.111,0.1,0.0
2016,sun_belt,0.091,0.1,0.0
2016,swac,0.1,0.071,0.0
2016,wac,0.0,0.0,0.0
2016,wcc,3.2,0.424,0.2
2017,a_sun,0.5,0.5,0.0
2017,a_ten,4.214,0.462,0.0
2017,aac,11.727,0.577,0.455
2017,acc,26.2,0.645,1.067
2017,aec,0.333,0.188,0.0
2017,big_east,15.9,0.565,0.7
2017,big_sky,0.083,0.067,0.0
2017,big_south,0.3,0.2,0.0
2017,big_ten,17.071,0.594,0.5
2017,big_twelve,21.8,0.6,1.2
2017,big_west,0.222,0.182,0.0
2017,caa,0.1,0.143,0.0
2017,cusa,0.929,0.297,0.0
2017,horizon,0.6,0.25,0.0
2017,ivy,0.75,0.263,0.0
2017,maac,0.455,0.238,0.0
2017,mac,0.417,0.222,0.0
2017,meac,0.308,0.222,0.0
2017,mvc,3.1,0.488,0.2
2017,mwc,1.818,0.296,0.0
2017,nec,0.2,0.143,0.0
2017,ovc,0.333,0.174,0.0
2017,pac_twelve,11.5,0.54,0.75
2017,patriot,0.4,0.2,0.0
2017,sec,15.714,0.596,0.5
2017,southern,0.1,0.077,0.0
2017,southland,0.231,0.214,0.0
2017,summit,0.111,0.091,0.0
2017,sun_belt,0.167,0.143,0.0
2017,swac,0.1,0.067,0.0
2017,wac,0.0,0.0,0.0
2017,wcc,3.5,0.435,0.6
2018,a_sun,0.5,0.429,0.0
2018,a_ten,4.286,0.451,0.0
2018,aac,12.5,0.58,0.583
2018,acc,27.933,0.641,0.867
2018,aec,0.333,0.176,0.0
2018,big_east,16.9,0.556,1.0
2018,big_sky,0.083,0.062,0.0
2018,big_south,0.3,0.188,0.0
2018,big_ten,17.857,0.59,0.786
2018,big_twelve,23.2,0.6,1.0
2018,big_west,0.333,0.231,0.0
2018,caa,0.1,0.125,0.0
2018,cusa,1.0,0.308,0.0
2018,horizon,0.6,0.263,0.0
2018,ivy,0.75,0.25,0.0
2018,maac,0.455,0.227,0.0
2018,mac,0.417,0.211,0.0
2018,meac,0.308,0.211,0.0
2018,mvc,1.2,0.333,0.0
2018,mwc,1.818,0.291,0.091
2018,nec,0.3,0.188,0.0
2018,ovc,0.333,0.167,0.0
2018,pac_twelve,13.0,0.555,0.167
2018,patriot,0.4,0.19,0.0
2018,sec,17.357,0.603,0.786
2018,southern,0.1,0.071,0.0
2018,southland,0.231,0.2,0.0
2018,summit,0.125,0.091,0.0
2018,sun_belt,0.167,0.133,0.0
2018,swac,0.1,0.062,0.0
2018,wac,0.0,0.0,0.0
2018,wcc,5.1,0.471,0.3
2019,a_sun,0.444,0.3,0.0
2019,a_ten,4.429,0.448,0.0
2019,aac,12.667,0.573,0.417
2019,acc,29.267,0.636,1.267
2019,aec,0.444,0.211,0.0
2019,big_east,19.3,0.563,0.3
2019,big_sky,0.091,0.062,0.0
2019,big_south,0.455,0.238,0.0
2019,big_ten,19.286,0.596,0.857
2019,big_twelve,25.7,0.603,0.9
2019,big_west,0.333,0.214,0.0
2019,caa,0.1,0.111,0.0
2019,cusa,1.071,0.317,0.0
2019,horizon,0.6,0.25,0.0
2019,ivy,0.75,0.238,0.0
2019,maac,0.455,0.217,0.0
2019,mac,0.5,0.238,0.167
2019,meac,0.25,0.2,0.0
2019,mvc,2.2,0.406,0.0
2019,mwc,2.091,0.305,0.273
2019,nec,0.3,0.176,0.0
2019,ovc,0.333,0.16,0.0
2019,pac_twelve,13.0,0.545,0.0
2019,patriot,0.4,0.182,0.0
2019,sec,18.071,0.595,0.929
2019,southern,0.1,0.067,0.2
2019,southland,0.231,0.188,0.0
2019,summit,0.111,0.077,0.0
2019,sun_belt,0.167,0.125,0.0
2019,swac,0.2,0.111,0.0
2019,wac,0.0,0.0,0.0
2019,wcc,5.4,0.479,0.4
2020,a_sun,0.556,0.333,0.0
2020,a_ten,4.429,0.438,0.286
2020,aac,13.0,0.565,0.25
2020,acc,31.667,0.641,0.667
2020,aec,0.4,0.2,0.0
2020,big_east,19.4,0.553,1.1
2020,big_sky,0.091,0.059,0.0
2020,big_south,0.455,0.227,0.0
2020,big_ten,20.929,0.598,1.143
2020,big_twelve,27.5,0.601,1.1
2020,big_west,0.444,0.25,0.0
2020,caa,0.1,0.1,0.0
2020,cusa,1.071,0.31,0.0
2020,horizon,0.6,0.238,0.0
2020,ivy,0.75,0.227,0.0
2020,maac,0.455,0.208,0.0
2020,mac,0.583,0.261,0.0
2020,meac,0.273,0.188,0.0
2020,mvc,2.2,0.394,0.0
2020,mwc,2.091,0.295,0.273
2020,nec,0.4,0.211,0.0
2020,ovc,0.5,0.207,0.0
2020,pac_twelve,13.417,0.546,0.5
2020,patriot,0.4,0.174,0.0
2020,sec,19.714,0.598,0.429
2020,southern,0.2,0.118,0.0
2020,southland,0.231,0.176,0.0
2020,summit,0.222,0.133,0.0
2020,sun_belt,0.167,0.118,0.0
2020,swac,0.2,0.105,0.0
2020,wac,0.0,0.0,0.0
2020,wcc,6.0,0.487,0.6
2021,a_sun,0.556,0.333,0.0
2021,a_ten,4.429,0.438,0.071
2021,aac,6.545,0.474,0.273
2021,acc,31.667,0.641,0.4
2021,aec,0.4,0.2,0.0
2021,big_east,25.273,0.595,0.455
2021,big_sky,0.091,0.059,0.0
2021,big_south,0.455,0.227,0.0
2021,big_ten,20.929,0.598,1.214
2021,big_twelve,27.5,0.601,1.4
2021,big_west,0.364,0.235,0.0
2021,caa,0.1,0.1,0.0
2021,cusa,1.071,0.31,0.0
2021,horizon,0.583,0.24,0.0
2021,maac,0.455,0.208,0.0
2021,mac,0.583,0.261,0.0
2021,meac,0.333,0.188,0.0
2021,mvc,2.2,0.394,0.2
2021,mwc,2.091,0.295,0.182
2021,nec,0.3,0.2,0.0
2021,ovc,0.5,0.207,0.0
2021,pac_twelve,13.417,0.546,0.417
2021,patriot,0.4,0.174,0.0
2021,sec,19.714,0.598,0.643
2021,southern,0.2,0.118,0.0
2021,southland,0.231,0.176,0.0
2021,summit,0.222,0.133,0.0
2021,sun_belt,0.167,0.118,0.0
2021,swac,0.2,0.105,0.0
2021,wac,0.0,0.0,0.0
2021,wcc,6.0,0.487,0.6
2022,a_sun,0.417,0.235,0.0
2022,a_ten,4.429,0.433,0.0
2022,aac,7.182,0.485,0.364
2022,acc,32.0,0.633,0.333
2022,aec,0.4,0.19,0.0
2022,big_east,25.727,0.592,0.545
2022,big_sky,0.091,0.056,0.0
2022,big_south,0.5,0.24,0.0
2022,big_ten,21.857,0.59,0.786
2022,big_twelve,30.0,0.604,1.2
2022,big_west,0.364,0.222,0.0
2022,caa,0.1,0.091,0.0
2022,cusa,1.143,0.318,0.0
2022,horizon,0.583,0.231,0.0
2022,ivy,0.75,0.227,0.0
2022,maac,0.455,0.2,0.0
2022,mac,0.75,0.28,0.0
2022,meac,0.25,0.154,0.0
2022,mvc,2.6,0.421,0.1
2022,mwc,2.091,0.286,0.273
2022,nec,0.3,0.188,0.0
2022,ovc,0.6,0.231,0.1
2022,pac_twelve,15.25,0.562,0.667
2022,patriot,0.4,0.167,0.0
2022,sec,20.571,0.595,1.0
2022,southern,0.2,0.111,0.0
2022,southland,0.125,0.167,0.0
2022,summit,0.5,0.222,0.0
2022,sun_belt,0.167,0.111,0.0
2022,swac,0.333,0.167,0.0
2022,wac,0.308,0.13,0.0
2022,wcc,7.1,0.506,0.7
2023,a_sun,0.357,0.19,0.0
2023,a_ten,5.067,0.451,0.0
2023,aac,7.818,0.495,0.545
2023,acc,34.2,0.638,0.333
2023,aec,0.444,0.19,0.0
2023,big_east,27.0,0.589,0.909
2023,big_sky,0.1,0.053,0.0
2023,big_south,0.4,0.211,0.0
2023,big_ten,22.643,0.584,0.357
2023,big_twelve,33.0,0.612,1.4
2023,big_west,0.364,0.211,0.0
2023,caa,0.231,0.143,0.0
2023,cusa,1.273,0.333,0.182
2023,horizon,0.727,0.259,0.0
2023,ind,0.0,0.0,0.0
2023,ivy,0.75,0.217,0.0
2023,maac,1.091,0.281,0.0
2023,mac,0.75,0.269,0.0
2023,meac,0.25,0.143,0.0
2023,mvc,1.5,0.294,0.0
2023,mwc,2.091,0.269,0.364
2023,nec,0.111,0.1,0.0
2023,ovc,0.3,0.375,0.0
2023,pac_twelve,15.75,0.563,0.583
2023,patriot,0.4,0.16,0.0
2023,sec,21.143,0.589,0.857
2023,southern,0.2,0.105,0.0
2023,southland,0.1,0.125,0.0
2023,summit,0.5,0.211,0.0
2023,sun_belt,0.286,0.154,0.0
2023,swac,0.417,0.192,0.0
2023,wac,0.385,0.16,0.0
2023,wcc,7.5,0.505,0.6
2024,a_sun,0.333,0.2,0.0
2024,a_ten,5.067,0.447,0.067
2024,aac,5.429,0.473,0.071
2024,acc,35.067,0.636,0.467
2024,aec,0.444,0.182,0.0
2024,big_east,29.818,0.599,0.909
2024,big_sky,0.1,0.05,0.0
2024,big_south,0.444,0.2,0.0
2024,big_ten,23.143,0.577,0.714
2024,big_twelve,27.143,0.581,1.143
2024,big_west,0.364,0.2,0.0
2024,caa,0.214,0.136,0.0
2024,cusa,1.0,0.216,0.0
2024,horizon,0.727,0.25,0.0
2024,ind,0.0,0.0,0.0
2024,ivy,1.125,0.269,0.0
2024,maac,1.091,0.273,0.0
2024,mac,0.75,0.259,0.0
2024,meac,0.25,0.133,0.0
2024,mvc,1.5,0.288,0.0
2024,mwc,3.455,0.303,0.273
2024,nec,0.333,0.231,0.0
2024,ovc,0.273,0.333,0.0
2024,pac_twelve,16.083,0.558,0.333
2024,patriot,0.4,0.154,0.0
2024,sec,22.0,0.585,1.0
2024,southern,0.3,0.143,0.0
2024,southland,0.2,0.2,0.0
2024,summit,0.556,0.2,0.0
2024,sun_belt,0.286,0.148,0.0
2024,swac,0.417,0.185,0.0
2024,wac,0.364,0.231,0.0
2024,wcc,8.556,0.561,0.333
